Group,Title,Image,Description,Address,Latitude,Longitude,Found Address,Match Quality,Source
,chevron,,,,39.0911111,-94.4152778,,,
,formation,,,,47.3444444,-122.7619444,,,
,disk,,,,41.7991667,-85.4191667,,,
,cigar,,,,43.866667,-79.266667,,,
,light,,,,36.9613889,-120.0597222,,,
,sphere,,,,37.9577778,-121.2897222,,,
,cigar,,,,33.3061111,-111.8405556,,,
,unknown,,,,37.5202778,-122.2747222,,,
,unknown,,,,44.3,-120.8333333,,,
,triangle,,,,39.0397222,-77.0555556,,,
,other,,,,30.1658333,-81.7066667,,,
,light,,,,38.8338889,-104.8208333,,,
,light,,,,40.3461111,-94.8722222,,,
,triangle,,,,35.6144444,-88.8138889,,,
,diamond,,,,42.9047222,-76.3944444,,,
,light,,,,39.0997222,-94.5783333,,,
,triangle,,,,44.3147222,-84.7647222,,,
,oval,,,,44.1897222,-70.1408333,,,
,changing,,,,42.8922222,-76.1055556,,,
,light,,,,48.9466667,-122.4508333,,,
,flash,,,,42.6525,-73.7566667,,,
,circle,,,,36.7161111,-77.0683333,,,
,oval,,,,37.8044444,-122.2697222,,,
,other,,,,48.9202778,-122.3413889,,,
,fireball,,,,48.1172222,-122.7591667,,,
,sphere,,,,47.9130556,-122.0969444,,,
,circle,,,,47.2033333,-122.2391667,,,
,triangle,,,,38.2544444,-104.6086111,,,
,unknown,,,,47.6063889,-122.3308333,,,
,teardrop,,,,47.6063889,-122.3308333,,,
,other,,,,47.6063889,-122.3308333,,,
,unknown,,,,47.3811111,-122.2336111,,,
,fireball,,,,47.8211111,-122.3138889,,,
,light,,,,46.8883333,-122.6872222,,,
,light,,,,42.6011111,-89.6383333,,,
,cigar,,,,41.9269444,-73.9977778,,,
,cigar,,,,39.1730556,-77.2719444,,,
,other,,,,35.0241667,-110.6966667,,,
,teardrop,,,,47.9480556,-116.7069444,,,
,fireball,,,,35.1472222,-107.8508333,,,
,fireball,,,,48.0319444,-122.7569444,,,
,other,,,,28.5380556,-81.3794444,,,
,egg,,,,40.7141667,-74.0063889,,,
,light,,,,40.7141667,-74.0063889,,,
,other,,,,37.6941667,-122.0852778,,,
,unknown,,,,47.8108333,-122.3761111,,,
,unknown,,,,40.5219444,-111.9383333,,,
,changing,,,,40.7141667,-74.0063889,,,
,circle,,,,43.5008333,-70.4433333,,,
,light,,,,47.6741667,-122.1202778,,,
,unknown,,,,44.3,-78.333333,,,
,other,,,,33.7669444,-118.1883333,,,
,unknown,,,,42.6566667,-83.7530556,,,
,unknown,,,,32.7152778,-117.1563889,,,
,light,,,,47.6105556,-122.1994444,,,
,sphere,,,,37.9236111,-104.9297222,,,
,other,,,,36.4469444,-95.7080556,,,
,circle,,,,42.0666667,-72.8619444,,,
,other,,,,52.983333,-122.483333,,,
,light,,,,39.6005556,-82.9461111,,,
,unknown,,,,40.8022222,-124.1625,,,
,cylinder,,,,36.175,-115.1363889,,,
,oval,,,,35.0844444,-106.6505556,,,
,triangle,,,,37.5536111,-77.4605556,,,
,unknown,,,,32.2216667,-110.9258333,,,
,sphere,,,,43.25,-85.1330556,,,
,circle,,,,52.133333,-106.666667,,,
,light,,,,39.1269,-92.4399,,,
,circle,,,,41.6027778,-87.7438889,,,
,light,,,,41.6027778,-87.7438889,,,
,diamond,,,,41.6302778,-87.8538889,,,
,circle,,,,41.5733333,-87.7844444,,,
,light,,,,41.6302778,-87.8538889,,,
,light,,,,41.6302778,-87.8538889,,,
,light,,,,41.6252778,-87.7175,,,
,changing,,,,41.6027778,-87.7438889,,,
,light,,,,41.6027778,-87.7438889,,,
,circle,,,,41.5733333,-87.7844444,,,
,circle,,,,41.5733333,-87.7844444,,,
,formation,,,,41.5733333,-87.7844444,,,
,triangle,,,,41.5733333,-87.7844444,,,
,triangle,,,,41.5733333,-87.7844444,,,
,light,,,,41.6027778,-87.7438889,,,
,light,,,,41.7205556,-87.7016667,,,
,light,,,,41.6688889,-87.7386111,,,
,light,,,,41.6611111,-87.7525,,,
,other,,,,41.1338889,-81.4847222,,,
,changing,,,,41.8777778,-87.9027778,,,
,triangle,,,,41.4225,-87.9858333,,,
,cylinder,,,,41.6027778,-87.7438889,,,
,light,,,,41.6027778,-87.7438889,,,
,unknown,,,,41.6027778,-87.7438889,,,
,light,,,,41.6316667,-87.6813889,,,
,circle,,,,38.5730556,-82.8302778,,,
,light,,,,25.4683333,-80.4777778,,,
,disk,,,,35.0844444,-106.6505556,,,
,sphere,,,,26.6155556,-80.0572222,,,
,oval,,,,33.4483333,-112.0733333,,,
,formation,,,,34.0522222,-118.2427778,,,
,teardrop,,,,26.7052778,-80.0366667,,,
,triangle,,,,45.1888889,-93.5527778,,,
,light,,,,30.6647222,-97.9222222,,,
,chevron,,,,37.3394444,-121.8938889,,,
,light,,,,43.25,-79.833333,,,
,unknown,,,,38.2972222,-122.2844444,,,
,unknown,,,,39.4733333,-82.7394444,,,
,light,,,,35.4675,-97.5161111,,,
,unknown,,,,45.07,-85.2644444,,,
,light,,,,41.5733333,-87.7844444,,,
,oval,,,,41.9025,-85.7994444,,,
,oval,,,,35.2333333,-106.6638889,,,
,circle,,,,32.8138889,-96.9486111,,,
,other,,,,34.0094444,-118.1044444,,,
,rectangle,,,,40.7141667,-74.0063889,,,
,circle,,,,32.7938889,-79.8627778,,,
,oval,,,,41.6269444,-88.2038889,,,
,cigar,,,,39.1886111,-91.9827778,,,
,unknown,,,,43.07,-94.2327778,,,
,chevron,,,,48.7838889,-117.8105556,,,
,oval,,,,39.5786111,-76.6158333,,,
,fireball,,,,36.175,-115.1363889,,,
,fireball,,,,47.5675,-121.8875,,,
,fireball,,,,45.6666667,-122.5597222,,,
,circle,,,,46.7313889,-117.1786111,,,
,teardrop,,,,47.6063889,-122.3308333,,,
,unknown,,,,42.7675,-78.7441667,,,
,light,,,,47.6063889,-122.3308333,,,
,sphere,,,,38.7522222,-121.2869444,,,
,fireball,,,,35.6869444,-105.9372222,,,
,fireball,,,,35.0241667,-110.6966667,,,
,changing,,,,35.5830556,-105.7694444,,,
,light,,,,32.77,-108.2797222,,,
,cylinder,,,,35.4194444,-109.4958333,,,
,oval,,,,40.015,-105.27,,,
,light,,,,38.4,-105.2166667,,,
,circle,,,,39.7391667,-104.9841667,,,
,unknown,,,,39.2247222,-106.0013889,,,
,fireball,,,,39.0216667,-105.7952778,,,
,light,,,,39.9161111,-106.725,,,
,sphere,,,,38.35,-104.7222222,,,
,light,,,,35.6869444,-105.9372222,,,
,formation,,,,36.4072222,-105.5725,,,
,circle,,,,38.8966667,-104.9716667,,,
,sphere,,,,40.015,-105.27,,,
,fireball,,,,38.7466667,-105.1777778,,,
,formation,,,,36.9033333,-104.4386111,,,
,formation,,,,36.9033333,-104.4386111,,,
,formation,,,,39.4369444,-104.9591667,,,
,light,,,,39.6375,-106.0613889,,,
,other,,,,39.0916667,-104.8722222,,,
,light,,,,38.35,-104.7222222,,,
,light,,,,36.7280556,-108.2180556,,,
,circle,,,,33.9177778,-106.8652778,,,
,diamond,,,,33.1191667,-117.0855556,,,
,flash,,,,34.0522222,-118.2427778,,,
,oval,,,,39.7588889,-84.1916667,,,
,circle,,,,44.383333,-79.7,,,
,light,,,,35.2269444,-80.8433333,,,
,oval,,,,39.1752778,-89.6541667,,,
,sphere,,,,40.0680556,-82.5197222,,,
,triangle,,,,34.9236111,-77.7741667,,,
,light,,,,21.3155556,-158.0072222,,,
,disk,,,,52.766667,-108.283333,,,
,light,,,,35.2080556,-82.2386111,,,
,unknown,,,,31.7380556,-99.9469444,,,
,other,,,,40.7616667,-73.3297222,,,
,triangle,,,,28.8002778,-81.2733333,,,
,flash,,,,37.7022222,-121.9347222,,,
,triangle,,,,35.0886111,-92.4419444,,,
,cylinder,,,,41.4747222,-84.5525,,,
,disk,,,,40.6627778,-73.5519444,,,
,cylinder,,,,38.4191667,-82.4452778,,,
,light,,,,37.4136111,-79.1425,,,
,light,,,,36.6080556,-94.4475,,,
,oval,,,,32.7833333,-96.8,,,
,cigar,,,,33.5861111,-86.2861111,,,
,circle,,,,41.7,-71.4166667,,,
,egg,,,,33.5772222,-96.1780556,,,
,disk,,,,50.183333,-98.316667,,,
,light,,,,33.9175,-116.7863889,,,
,unknown,,,,42.8613889,-105.8716667,,,
,circle,,,,48.0519444,-122.1758333,,,
,other,,,,29.3836111,-94.9025,,,
,circle,,,,35.7211111,-77.9158333,,,
,light,,,,43.4666667,-112.0333333,,,
,light,,,,47.5963889,-120.6602778,,,
,light,,,,47.4830556,-122.2158333,,,
,light,,,,33.8225,-85.8927778,,,
,unknown,,,,47.0344444,-122.8219444,,,
,triangle,,,,41.3494444,-85.1355556,,,
,sphere,,,,32.7355556,-97.1077778,,,
,other,,,,37.3688889,-122.0352778,,,
,triangle,,,,36.5483333,-82.5619444,,,
,disk,,,,33.1730556,-84.915,,,
,cylinder,,,,41.8786111,-71.3830556,,,
,triangle,,,,42.3086111,-83.4822222,,,
,light,,,,35.2525,-95.2372222,,,
,oval,,,,35.1494444,-90.0488889,,,
,disk,,,,41.8238889,-71.4133333,,,
,light,,,,39.0305556,-82.8244444,,,
,triangle,,,,34.5097222,-88.2091667,,,
,circle,,,,29.055,-82.0625,,,
,light,,,,41.1411111,-73.2641667,,,
,other,,,,26.4611111,-80.0730556,,,
,light,,,,28.4319444,-82.6644444,,,
,other,,,,43.0972222,-89.5041667,,,
,circle,,,,38.2008333,-77.5894444,,,
,disk,,,,32.3863889,-96.8480556,,,
,other,,,,32.7833333,-96.8,,,
,cigar,,,,38.9886111,-78.3588889,,,
,light,,,,35.0525,-78.8786111,,,
,triangle,,,,41.2380556,-81.8419444,,,
,oval,,,,48.1988889,-122.1238889,,,
,changing,,,,52.133333,-106.666667,,,
,unknown,,,,33.8752778,-117.5655556,,,
,light,,,,34.8241667,-85.2427778,,,
,other,,,,48.4,-89.233333,,,
,triangle,,,,26.1322222,-97.6308333,,,
,unknown,,,,31.7091667,-98.9908333,,,
,circle,,,,32.3413889,-90.3216667,,,
,oval,,,,36.3511111,-119.4191667,,,
,unknown,,,,38.4858333,-91.8502778,,,
,triangle,,,,34.2255556,-77.945,,,
,sphere,,,,39.1619444,-84.4569444,,,
,light,,,,42.1102778,-88.0341667,,,
,light,,,,41.7830556,-123.0591667,,,
,fireball,,,,33.1580556,-117.3497222,,,
,fireball,,,,39.0997222,-94.5783333,,,
,fireball,,,,39.0997222,-94.5783333,,,
,light,,,,46.8569444,-122.8516667,,,
,rectangle,,,,31.2436111,-90.4530556,,,
,light,,,,33.6675,-84.0177778,,,
,formation,,,,25.4683333,-80.4777778,,,
,unknown,,,,29.5819444,-95.7605556,,,
,light,,,,38.8338889,-104.8208333,,,
,light,,,,33.6305556,-112.3325,,,
,formation,,,,27.3361111,-82.5308333,,,
,fireball,,,,42.983333,-79.25,,,
,light,,,,34.1477778,-119.1941667,,,
,fireball,,,,41.8008333,-87.9369444,,,
,light,,,,44.0522222,-123.0855556,,,
,fireball,,,,34.0922222,-117.4341667,,,
,other,,,,42.7261111,-87.7827778,,,
,unknown,,,,42.7622222,-84.9925,,,
,light,,,,36.9752778,-121.9522222,,,
,triangle,,,,45.7375,-94.9522222,,,
,fireball,,,,40.8830556,-85.4975,,,
,triangle,,,,42.4805556,-83.4755556,,,
,triangle,,,,38.8338889,-104.8208333,,,
,flash,,,,39.5358333,-76.3486111,,,
,circle,,,,35.3733333,-119.0177778,,,
,triangle,,,,40.1933333,-85.3863889,,,
,unknown,,,,40.4405556,-79.9961111,,,
,unknown,,,,40.4405556,-79.9961111,,,
,light,,,,40.015,-105.27,,,
,unknown,,,,29.7955556,-90.8227778,,,
,sphere,,,,43.2122222,-77.4302778,,,
,light,,,,26.0583333,-80.3375,,,
,light,,,,27.9472222,-82.4586111,,,
,fireball,,,,34.2072222,-84.1402778,,,
,circle,,,,36.5297222,-83.2175,,,
,unknown,,,,42.6916667,-83.5541667,,,
,triangle,,,,42.4927778,-92.3427778,,,
,fireball,,,,40.8841667,-72.9377778,,,
,unknown,,,,43.3380556,-89.3802778,,,
,circle,,,,40.4405556,-79.9961111,,,
,disk,,,,40.4405556,-79.9961111,,,
,chevron,,,,42.6919444,-73.725,,,
,disk,,,,33.5205556,-86.8025,,,
,disk,,,,38.4038889,-96.1813889,,,
,triangle,,,,36.0344444,-89.3855556,,,
,circle,,,,33.8480556,-109.1425,,,
,rectangle,,,,39.7530556,-74.2233333,,,
,light,,,,30.2463889,-89.6111111,,,
,light,,,,30.2463889,-89.6111111,,,
,disk,,,,34.6875,-77.1194444,,,
,other,,,,42.8141667,-73.94,,,
,chevron,,,,36.8297222,-84.8491667,,,
,disk,,,,27.2436111,-80.83,,,
,triangle,,,,38.2544444,-104.6086111,,,
,sphere,,,,33.6602778,-117.9983333,,,
,disk,,,,29.9938889,-90.2416667,,,
,light,,,,41.85,-87.65,,,
,other,,,,43.4441667,-71.6477778,,,
,egg,,,,40.8,-96.6666667,,,
,light,,,,40.6669444,-111.8872222,,,
,fireball,,,,35.6008333,-82.5541667,,,
,light,,,,35.6008333,-82.5541667,,,
,triangle,,,,46.8722222,-113.9930556,,,
,fireball,,,,44.6366667,-123.1047222,,,
,oval,,,,36.8744444,-94.8772222,,,
,fireball,,,,39.9991667,-78.2388889,,,
,cigar,,,,33.5091667,-111.8983333,,,
,triangle,,,,31.3797222,-110.1177778,,,
,triangle,,,,48.1172222,-122.7591667,,,
,fireball,,,,33.4483333,-112.0733333,,,
,other,,,,36.1538889,-95.9925,,,
,formation,,,,45.9763889,-94.3622222,,,
,other,,,,32.7555556,-98.9019444,,,
,disk,,,,36.4744444,-81.805,,,
,disk,,,,38.9863889,-81.9736111,,,
,cigar,,,,43.4155556,-72.8227778,,,
,oval,,,,33.3527778,-111.7883333,,,
,unknown,,,,33.3527778,-111.7883333,,,
,fireball,,,,36.1538889,-95.9925,,,
,light,,,,33.3702778,-112.5830556,,,
,circle,,,,25.7738889,-80.1938889,,,
,disk,,,,25.7738889,-80.1938889,,,
,disk,,,,39.7391667,-104.9841667,,,
,formation,,,,33.4483333,-112.0733333,,,
,other,,,,61.3213889,-149.5677778,,,
,disk,,,,37.725,-122.155,,,
,circle,,,,33.1672222,-95.1116667,,,
,unknown,,,,37.775,-122.4183333,,,
,light,,,,40.3041667,-74.1008333,,,
,formation,,,,34.54,-112.4677778,,,
,disk,,,,47.4830556,-122.2158333,,,
,light,,,,47.5388889,-116.4708333,,,
,triangle,,,,33.6608333,-95.5552778,,,
,light,,,,26.3583333,-80.0833333,,,
,triangle,,,,33.6608333,-95.5552778,,,
,triangle,,,,49.1,-122.65,,,
,unknown,,,,42.6525,-73.7566667,,,
,circle,,,,38.005,-121.8047222,,,
,fireball,,,,40.5983333,-76.0936111,,,
,other,,,,34.8641667,-118.1625,,,
,other,,,,41.6833333,-86.25,,,
,other,,,,33.2055556,-80.6480556,,,
,circle,,,,43.866667,-79.033333,,,
,sphere,,,,32.7833333,-96.8,,,
,sphere,,,,40.2502778,-103.7994444,,,
,formation,,,,47.2530556,-122.4430556,,,
,other,,,,37.7416667,-121.1233333,,,
,light,,,,39.0838889,-77.1530556,,,
,light,,,,43.1008333,-75.2330556,,,
,sphere,,,,37.6688889,-122.0797222,,,
,light,,,,25.7738889,-80.1938889,,,
,light,,,,27.0438889,-82.2361111,,,
,fireball,,,,47.4508333,-122.8261111,,,
,triangle,,,,38.7908333,-121.2347222,,,
,fireball,,,,35.3733333,-119.0177778,,,
,oval,,,,32.5158333,-93.7319444,,,
,formation,,,,28.7027778,-81.3386111,,,
,light,,,,40.1877778,-85.1275,,,
,light,,,,40.0455556,-86.0086111,,,
,light,,,,33.4483333,-112.0733333,,,
,sphere,,,,33.4222222,-111.8219444,,,
,triangle,,,,33.5805556,-112.2366667,,,
,changing,,,,30.6325,-97.6769444,,,
,unknown,,,,37.3394444,-121.8938889,,,
,sphere,,,,46.24,-63.21,,,
,formation,,,,41.8083333,-71.3375,,,
,sphere,,,,28.6608333,-81.3658333,,,
,unknown,,,,46.216667,-63.483333,,,
,light,,,,42.6388889,-83.2911111,,,
,triangle,,,,40.015,-105.27,,,
,triangle,,,,41.2230556,-111.9730556,,,
,formation,,,,38.7044444,-93.2280556,,,
,light,,,,40.7141667,-74.0063889,,,
,formation,,,,27.2155556,-81.8586111,,,
,sphere,,,,40.1416667,-75.2094444,,,
,unknown,,,,34.0522222,-118.2427778,,,
,circle,,,,44.2619444,-88.4152778,,,
,circle,,,,33.6694444,-117.8222222,,,
,oval,,,,39.9625,-76.7280556,,,
,unknown,,,,36.3319444,-94.1183333,,,
,triangle,,,,41.22,-74.8716667,,,
,light,,,,40.7297222,-73.2108333,,,
,cigar,,,,40.6113889,-79.8372222,,,
,diamond,,,,40.3355556,-75.9272222,,,
,disk,,,,35.2333333,-106.6638889,,,
,other,,,,41.245,-75.9311111,,,
,circle,,,,37.8805556,-84.5730556,,,
,light,,,,47.2530556,-122.4430556,,,
,light,,,,33.1975,-96.615,,,
,changing,,,,35.4816667,-86.0886111,,,
,light,,,,38.7955556,-77.6141667,,,
,changing,,,,36.175,-115.1363889,,,
,circle,,,,42.2813889,-83.3863889,,,
,unknown,,,,43.1977778,-70.8741667,,,
,formation,,,,33.4472222,-84.1469444,,,
,light,,,,46.6022222,-120.5047222,,,
,unknown,,,,26.1888889,-98.155,,,
,triangle,,,,31.0747222,-96.1425,,,
,cigar,,,,30.0969444,-95.6158333,,,
,light,,,,43.55,-96.7,,,
,other,,,,37.4283333,-121.9055556,,,
,other,,,,37.4283333,-121.9055556,,,
,oval,,,,31.5491667,-97.1463889,,,
,circle,,,,41.92,-84.6305556,,,
,sphere,,,,38.8902778,-77.0844444,,,
,cigar,,,,32.7833333,-96.8,,,
,chevron,,,,30.6033333,-87.9036111,,,
,rectangle,,,,38.7669444,-90.4113889,,,
,disk,,,,42.3583333,-71.0602778,,,
,chevron,,,,31.3380556,-94.7288889,,,
,circle,,,,27.8425,-82.6997222,,,
,light,,,,42.4927778,-92.3427778,,,
,light,,,,35.9605556,-83.9208333,,,
,changing,,,,31.5491667,-97.1463889,,,
,circle,,,,36.2716667,-83.14,,,
,light,,,,33.8941667,-78.4269444,,,
,disk,,,,37.1041667,-113.5833333,,,
,unknown,,,,32.7763889,-79.9311111,,,
,triangle,,,,29.4238889,-98.4933333,,,
,light,,,,47.9177778,-108.5255556,,,
,fireball,,,,28.6119444,-80.8077778,,,
,unknown,,,,41.85,-87.65,,,
,rectangle,,,,40.4405556,-79.9961111,,,
,circle,,,,40.9747222,-80.4938889,,,
,sphere,,,,36.5805556,-87.76,,,
,circle,,,,36.5297222,-87.3594444,,,
,cylinder,,,,42.1947222,-122.7083333,,,
,light,,,,39.8963889,-80.1794444,,,
,oval,,,,44.9430556,-123.0338889,,,
,other,,,,33.4483333,-112.0733333,,,
,light,,,,33.3702778,-112.5830556,,,
,chevron,,,,26.6155556,-80.0572222,,,
,cylinder,,,,26.6155556,-80.0572222,,,
,changing,,,,43.5405556,-70.8486111,,,
,light,,,,41.4202778,-72.4069444,,,
,chevron,,,,32.2216667,-110.9258333,,,
,light,,,,39.6527778,-78.7627778,,,
,circle,,,,43.0116667,-88.2313889,,,
,sphere,,,,35.4675,-97.5161111,,,
,fireball,,,,26.6583333,-80.2416667,,,
,light,,,,44.6613889,-84.7147222,,,
,fireball,,,,61.2180556,-149.9002778,,,
,triangle,,,,43.9,-78.866667,,,
,unknown,,,,38.1958333,-81.4777778,,,
,circle,,,,39.8911111,-74.9222222,,,
,light,,,,39.8811111,-75.3241667,,,
,circle,,,,41.6022222,-72.9872222,,,
,unknown,,,,30.2669444,-97.7427778,,,
,light,,,,43.0280556,-73.3816667,,,
,triangle,,,,41.3144444,-81.8358333,,,
,fireball,,,,38.2205556,-90.3958333,,,
,disk,,,,42.1033333,-76.2625,,,
,other,,,,57.79,-152.4072222,,,
,formation,,,,38.6272222,-90.1977778,,,
,triangle,,,,42.7358333,-83.4188889,,,
,changing,,,,39.9611111,-82.9988889,,,
,other,,,,40.2522222,-80.0030556,,,
,formation,,,,40.7425,-84.1052778,,,
,light,,,,41.215,-86.7758333,,,
,triangle,,,,36.7280556,-76.5838889,,,
,light,,,,35.7452778,-81.685,,,
,sphere,,,,44.25,-79.466667,,,
,formation,,,,39.3994444,-84.5613889,,,
,triangle,,,,30.2669444,-97.7427778,,,
,light,,,,39.5588889,-84.3041667,,,
,fireball,,,,39.3994444,-84.5613889,,,
,unknown,,,,39.5522222,-84.2333333,,,
,light,,,,39.0875,-81.9227778,,,
,fireball,,,,39.6427778,-84.2866667,,,
,formation,,,,40.6936111,-89.5888889,,,
,unknown,,,,39.5522222,-84.2333333,,,
,formation,,,,39.1911111,-106.8169444,,,
,light,,,,39.0638889,-108.55,,,
,sphere,,,,45.766667,-79.4,,,
,diamond,,,,40.0333333,-83.1583333,,,
,circle,,,,34.9491667,-83.7575,,,
,other,,,,41.88,-88.0077778,,,
,circle,,,,34.5033333,-82.6502778,,,
,fireball,,,,38.6786111,-121.2247222,,,
,fireball,,,,39.1619444,-84.4569444,,,
,sphere,,,,38.6786111,-121.2247222,,,
,disk,,,,26.2155556,-98.325,,,
,formation,,,,35.3413889,-89.8972222,,,
,formation,,,,35.1494444,-90.0488889,,,
,disk,,,,41.6716667,-72.9497222,,,
,oval,,,,36.4269444,-77.5958333,,,
,sphere,,,,39.6977778,-76.0630556,,,
,cylinder,,,,37.7808333,-90.4216667,,,
,light,,,,40.7141667,-74.0063889,,,
,triangle,,,,39.5297222,-119.8127778,,,
,circle,,,,29.6513889,-82.325,,,
,circle,,,,46.1880556,-123.83,,,
,diamond,,,,31.8455556,-102.3672222,,,
,triangle,,,,34.1591667,-118.5002778,,,
,other,,,,39.5297222,-119.8127778,,,
,light,,,,36.8525,-121.4005556,,,
,disk,,,,35.6869444,-105.9372222,,,
,triangle,,,,38.9988889,-84.6266667,,,
,other,,,,40.4405556,-79.9961111,,,
,light,,,,43.1344444,-90.7052778,,,
,circle,,,,42.7325,-84.5555556,,,
,circle,,,,40.7161111,-73.8505556,,,
,fireball,,,,36.1538889,-95.9925,,,
,fireball,,,,38.0466667,-97.3447222,,,
,other,,,,37.6922222,-97.3372222,,,
,cylinder,,,,35.9605556,-83.9208333,,,
,triangle,,,,38.2541667,-85.7594444,,,
,cylinder,,,,32.4058333,-99.4933333,,,
,fireball,,,,36.0227778,-95.9680556,,,
,unknown,,,,41.0780556,-76.4147222,,,
,light,,,,35.2219444,-101.8308333,,,
,fireball,,,,32.3938889,-99.3938889,,,
,fireball,,,,35.4119444,-99.4038889,,,
,light,,,,44.0522222,-123.0855556,,,
,chevron,,,,25.7738889,-80.1938889,,,
,fireball,,,,40.6547222,-76.1011111,,,
,light,,,,45.5236111,-122.675,,,
,triangle,,,,41.7002778,-73.9213889,,,
,triangle,,,,33.4355556,-112.3488889,,,
,light,,,,44.98,-93.2636111,,,
,triangle,,,,37.9577778,-121.2897222,,,
